train_test_split,german_only,learning_rate,epochs,decay,num_attention_heads,num_hidden_layers,random_state,train_bert,name_only,faq_q_only,remove_special_chars,weighted,current_model,shuffle_between_training,distill,sample_size,override,explainable,optimizer,output_attentions,output_hidden_states,batch_size,shuffle_tf,faq_tn,faq_fp,faq_fn,faq_tp,faq_false_positive_rate,faq_false_negative_rate,faq_true_negative_rate,faq_negative_predictive_value,faq_false_discovery_rate,faq_recall,faq_precision,faq_accuracy,faq_f1,faq_matthews_corr,services_tn,services_fp,services_fn,services_tp,services_false_positive_rate,services_false_negative_rate,services_true_negative_rate,services_negative_predictive_value,services_false_discovery_rate,services_recall,services_precision,services_accuracy,services_f1,services_matthews_corr,time[sec],loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,sparse_categorical_accuracy_0,sparse_categorical_accuracy_1,sparse_categorical_accuracy_2,sparse_categorical_accuracy_3,sparse_categorical_accuracy_4,sparse_categorical_accuracy_5,sparse_categorical_accuracy_6,sparse_categorical_accuracy_7,val_loss_0,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6,val_loss_7,val_sparse_categorical_accuracy_0,val_sparse_categorical_accuracy_1,val_sparse_categorical_accuracy_2,val_sparse_categorical_accuracy_3,val_sparse_categorical_accuracy_4,val_sparse_categorical_accuracy_5,val_sparse_categorical_accuracy_6,val_sparse_categorical_accuracy_7,loss_8,loss_9,sparse_categorical_accuracy_8,sparse_categorical_accuracy_9,loss_10,loss_11,loss_12,loss_13,loss_14,loss_15,sparse_categorical_accuracy_10,sparse_categorical_accuracy_11,sparse_categorical_accuracy_12,sparse_categorical_accuracy_13,sparse_categorical_accuracy_14,sparse_categorical_accuracy_15,cluster,enrich_FAQs,real_data
0.0,True,5e-05,10,0.01,16,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,406.0,594.0,164.0,836.0,0.594,0.164,0.406,0.712280701754386,0.4153846153846154,0.836,0.5846153846153846,0.621,0.6880658436213992,0.2680463633431434,836.0,164.0,594.0,406.0,0.164,0.594,0.836,0.5846153846153846,0.287719298245614,0.406,0.712280701754386,0.621,0.5171974522292994,0.2680463633431434,1353.6786193847656,0.1762203127145767,0.0309303440153598,0.0041734012775123,0.0014909433666616,0.0010666380403563,0.0008028070442378,0.0007317382842302,0.0006097077857702,0.95782071352005,0.9929701089859008,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.000516373780556,0.0004587120492942,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,False,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,695.0,305.0,564.0,436.0,0.305,0.564,0.695,0.5520254169976172,0.4116059379217274,0.436,0.5883940620782726,0.5655,0.5008615738081562,0.1356279903225789,436.0,564.0,305.0,695.0,0.564,0.305,0.436,0.5883940620782726,0.4479745830023828,0.695,0.5520254169976172,0.5655,0.6153165117308543,0.1356279903225789,552.5896925926208,0.7854572534561157,0.7376832962036133,0.7058582901954651,0.6907908916473389,0.6761484742164612,0.666217029094696,0.6566382050514221,0.6497184634208679,0.7776801586151123,0.7768014073371887,0.7943760752677917,0.8075571060180664,0.8137082457542419,0.8391915559768677,0.8453426957130432,0.8444639444351196,,,,,,,,,,,,,,,,,0.6418761610984802,0.6337377429008484,0.8523725867271423,0.8611599206924438,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,False,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,30.0,970.0,14.0,986.0,0.97,0.014,0.03,0.6818181818181818,0.4959100204498977,0.986,0.5040899795501023,0.508,0.6671177266576456,0.0545392572546834,986.0,14.0,970.0,30.0,0.014,0.97,0.986,0.5040899795501023,0.3181818181818182,0.03,0.6818181818181818,0.508,0.057471264367816,0.0545392572546834,1356.044583082199,0.0500620380043983,0.0010637547820806,0.0006158641772344,0.0004412564449012,0.0003520749451126,0.0003000155265908,0.0061736390925943,0.0002837202046066,0.9859402179718018,1.0,1.0,1.0,1.0,1.0,0.9982425570487976,1.0,,,,,,,,,,,,,,,,,0.0002445988066028,0.0002301393542438,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,False,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,8.0,992.0,3.0,997.0,0.992,0.003,0.008,0.7272727272727273,0.4987430869783811,0.997,0.5012569130216189,0.5025,0.6671127467380394,0.0338030797631182,997.0,3.0,992.0,8.0,0.003,0.992,0.997,0.5012569130216189,0.2727272727272727,0.008,0.7272727272727273,0.5025,0.0158259149357072,0.0338030797631182,1352.25497508049,0.069608598947525,0.0039498661644756,0.0009651115979067,0.000686215411406,0.0005423066322691,0.0004646857851184,0.0004353418480604,0.0003613677399698,0.9833040237426758,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0003143415087834,0.0002876510843634,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,False,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,777.0,223.0,712.0,288.0,0.223,0.712,0.777,0.5218267293485561,0.436399217221135,0.288,0.5636007827788649,0.5325,0.3812045003309066,0.0745170335445686,288.0,712.0,223.0,777.0,0.712,0.223,0.288,0.5636007827788649,0.4781732706514439,0.777,0.5218267293485561,0.5325,0.6243471273603857,0.0745170335445686,1355.7568807601929,0.0402349680662155,0.0014960777480155,0.0005656768335029,0.0004221892741043,0.0003162015927955,0.000274381134659,0.0002433341287542,0.0002137118426617,0.9938488602638244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0001973486650967,0.0001811310648918,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,418.0,582.0,186.0,814.0,0.582,0.186,0.418,0.6920529801324503,0.4169054441260745,0.814,0.5830945558739254,0.616,0.679465776293823,0.2526543653956511,814.0,186.0,582.0,418.0,0.186,0.582,0.814,0.5830945558739254,0.3079470198675497,0.418,0.6920529801324503,0.616,0.5211970074812967,0.2526543653956511,1349.9769780635834,0.1867218166589737,0.0355501361191272,0.0097573800012469,0.0021237155888229,0.0013124387478455,0.0008994651143439,0.000761320523452,0.0006596287130378,0.9560632705688475,0.9929701089859008,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0005140155553817,0.0004884090740233,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,False,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,631.0,369.0,486.0,514.0,0.369,0.486,0.631,0.5649059982094897,0.4178935447338618,0.514,0.5821064552661381,0.5725,0.5459373340414232,0.1460027594053141,514.0,486.0,369.0,631.0,0.486,0.369,0.514,0.5821064552661381,0.4350940017905103,0.631,0.5649059982094897,0.5725,0.596126594237128,0.1460027594053141,1354.4095141887665,0.0487933941185474,0.0040422393940389,0.0043109208345413,0.0005407370044849,0.0004275113169569,0.0003490960225462,0.0002965664898511,0.0002645563799887,0.9876977205276488,0.9991212487220764,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0002381700760452,0.0002161178417736,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,False,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,394.0,606.0,158.0,842.0,0.606,0.158,0.394,0.7137681159420289,0.4185082872928177,0.842,0.5814917127071824,0.618,0.6879084967320261,0.2639721946743896,842.0,158.0,606.0,394.0,0.158,0.606,0.842,0.5814917127071824,0.286231884057971,0.394,0.7137681159420289,0.618,0.5077319587628866,0.2639721946743896,1349.9352340698242,0.1753340512514114,0.0295577831566333,0.0042353109456598,0.0014290992403402,0.001032694010064,0.0006649690330959,0.0005762514774687,0.0005586673505604,0.95782071352005,0.9938488602638244,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0004471125139389,0.0003972381236962,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,False,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,421.0,579.0,176.0,824.0,0.579,0.176,0.421,0.7051926298157454,0.4126870990734141,0.824,0.5873129009265858,0.6225,0.6858094049105283,0.2677010553432152,824.0,176.0,579.0,421.0,0.176,0.579,0.824,0.5873129009265858,0.2948073701842546,0.421,0.7051926298157454,0.6225,0.5272385723231058,0.2677010553432152,874.9415736198425,0.1776459515094757,0.0295411702245473,0.0067899422720074,0.0011846367269754,0.0009582497295923,0.0007252273499034,0.0005928053869865,0.0005080195260234,0.9560632705688475,0.994727611541748,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0004619070969056,0.0003823520382866,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,False,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,400.0,600.0,155.0,845.0,0.6,0.155,0.4,0.7207207207207207,0.4152249134948096,0.845,0.5847750865051903,0.6225,0.6912065439672801,0.2735808340698379,845.0,155.0,600.0,400.0,0.155,0.6,0.845,0.5847750865051903,0.2792792792792792,0.4,0.7207207207207207,0.6225,0.5144694533762058,0.2735808340698379,872.6493809223175,0.1218981519341468,0.0191239267587661,0.009211303666234,0.0009760939283296,0.00072117743548,0.0005386360571719,0.0004405332147143,0.0003839263517875,0.9595782160758972,0.9964850544929504,0.9982425570487976,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0003273898328188,0.0002874435158446,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_cased,False,False,2000,True,False,Adam,False,False,8,False,415.0,585.0,181.0,819.0,0.585,0.181,0.415,0.6963087248322147,0.4166666666666667,0.819,0.5833333333333334,0.617,0.6813643926788685,0.2558050851932741,819.0,181.0,585.0,415.0,0.181,0.585,0.819,0.5833333333333334,0.3036912751677852,0.415,0.6963087248322147,0.617,0.5200501253132832,0.2558050851932741,871.5507228374481,0.3122375607490539,0.1136849895119667,0.0326561406254768,0.0091563686728477,0.0029865799006074,0.002320229075849,0.0018835183000192,0.0013426555087789,0.9270650148391724,0.9718804955482484,0.994727611541748,0.9982425570487976,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0009409575723111,0.0008371815783903,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_uncased,False,False,2000,True,False,Adam,False,False,8,False,431.0,569.0,197.0,803.0,0.569,0.197,0.431,0.6863057324840764,0.4147230320699708,0.803,0.5852769679300291,0.617,0.6770657672849916,0.2520919512735396,803.0,197.0,569.0,431.0,0.197,0.569,0.803,0.5852769679300291,0.3136942675159235,0.431,0.6863057324840764,0.617,0.5294840294840295,0.2520919512735396,873.3563973903656,0.2148728221654892,0.0657858997583389,0.0082142939791083,0.0038385784719139,0.0018492576200515,0.0014135696692392,0.0013112295418977,0.0009720384259708,0.949912130832672,0.9833040237426758,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0008913468336686,0.0007976668421179,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,english_basic,False,False,2000,True,False,Adam,False,False,8,False,401.0,599.0,173.0,827.0,0.599,0.173,0.401,0.6986062717770035,0.4200561009817671,0.827,0.5799438990182328,0.614,0.6817807089859852,0.2520107913191692,827.0,173.0,599.0,401.0,0.173,0.599,0.827,0.5799438990182328,0.3013937282229965,0.401,0.6986062717770035,0.614,0.5095298602287166,0.2520107913191692,871.3822522163391,0.3623920381069183,0.1539868712425232,0.0608634278178215,0.0169094242155551,0.005943383090198,0.0042575486004352,0.0020738344173878,0.0013558043865486,0.9209138751029968,0.9736379384994508,0.9894551634788512,0.9964850544929504,1.0,0.9991212487220764,1.0,1.0,,,,,,,,,,,,,,,,,0.0010075155878439,0.0008833410684019,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,english_basic,False,False,2000,True,False,Adam,False,False,8,False,407.0,593.0,199.0,801.0,0.593,0.199,0.407,0.6716171617161716,0.4253945480631277,0.801,0.5746054519368723,0.604,0.6691729323308271,0.2263057746497714,801.0,199.0,593.0,407.0,0.199,0.593,0.801,0.5746054519368723,0.3283828382838283,0.407,0.6716171617161716,0.604,0.5068493150684932,0.2263057746497714,862.5505430698395,0.348080962896347,0.1569000333547592,0.0672796219587326,0.0335273891687393,0.0063409213908016,0.0031832482200115,0.0018856135429814,0.0014494755305349,0.9209138751029968,0.9710017442703248,0.9894551634788512,0.9956063032150269,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0016383532201871,0.0011035767383873,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_gelectra,False,False,2000,True,False,Adam,False,False,8,False,425.0,575.0,176.0,824.0,0.575,0.176,0.425,0.7071547420965059,0.4110078627591136,0.824,0.5889921372408864,0.6245,0.6869528970404336,0.2715521551286431,824.0,176.0,575.0,425.0,0.176,0.575,0.824,0.5889921372408864,0.2928452579034942,0.425,0.7071547420965059,0.6245,0.5309181761399125,0.2715521551286431,1280.6110110282898,0.3517166972160339,0.0796304494142532,0.0250989887863397,0.0074159023351967,0.0062657846137881,0.0020459904335439,0.0021140261087566,0.000984335783869,0.9173989295959472,0.982425332069397,0.9956063032150269,0.9991212487220764,0.9991212487220764,0.9991212487220764,0.9991212487220764,1.0,,,,,,,,,,,,,,,,,0.0010704699670895,0.0010431351838633,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,True,False,2000,True,False,Adam,False,False,8,False,397.0,603.0,156.0,844.0,0.603,0.156,0.397,0.7179023508137432,0.4167242570836212,0.844,0.5832757429163787,0.6205,0.689824274621986,0.269414031908064,844.0,156.0,603.0,397.0,0.156,0.603,0.844,0.5832757429163787,0.2820976491862568,0.397,0.7179023508137432,0.6205,0.5112685125563425,0.269414031908064,421.3667063713074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,SGD,False,False,8,False,1000.0,0.0,996.0,4.0,0.0,0.996,1.0,0.501002004008016,0.0,0.004,1.0,0.502,0.0079681274900398,0.0447661481035845,4.0,996.0,0.0,1000.0,0.996,0.0,0.004,1.0,0.4989979959919839,1.0,0.501002004008016,0.502,0.6675567423230975,0.0447661481035845,844.0133962631226,0.8199586868286133,0.8004276752471924,0.7863432168960571,0.7784711718559265,0.7673343420028687,0.7672898173332214,0.763032853603363,0.7627286314964294,0.7724077105522156,0.7732864618301392,0.7715290188789368,0.7732864618301392,0.7759226560592651,0.7750439643859863,0.7750439643859863,0.7776801586151123,,,,,,,,,,,,,,,,,0.7563169002532959,0.7470412254333496,0.7768014073371887,0.7785588502883911,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,RMSprop,False,False,8,False,421.0,579.0,191.0,809.0,0.579,0.191,0.421,0.6879084967320261,0.4171469740634005,0.809,0.5828530259365994,0.615,0.6775544388609716,0.2495498952389759,809.0,191.0,579.0,421.0,0.191,0.579,0.809,0.5828530259365994,0.3120915032679738,0.421,0.6879084967320261,0.615,0.5223325062034739,0.2495498952389759,1353.0080633163452,0.1746663898229599,0.0310195498168468,0.0008482741541229,0.0004354042466729,4.960472324455623e-06,1.0073077874039882e-06,4.283363352897141e-07,2.272099521860583e-07,0.9543058276176452,0.9929701089859008,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.598535703806192e-07,1.3261769993277994e-07,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adadelta,False,False,8,False,11.0,989.0,18.0,982.0,0.989,0.018,0.011,0.3793103448275862,0.5017757483510908,0.982,0.4982242516489091,0.4965,0.6610568832043083,-0.0292789655668456,982.0,18.0,989.0,11.0,0.018,0.989,0.982,0.4982242516489091,0.6206896551724138,0.011,0.3793103448275862,0.4965,0.021379980563654,-0.0292789655668456,1331.1322367191317,0.9430877566337584,0.9307529926300048,0.924906611442566,0.9235960245132446,0.9149160385131836,0.9162557721138,0.9105821251869202,0.9092278480529784,0.2355008721351623,0.2381370812654495,0.248681902885437,0.241652026772499,0.2504393756389618,0.2592267096042633,0.2504393756389618,0.2557117640972137,,,,,,,,,,,,,,,,,0.9058197736740112,0.9023935198783876,0.2530755698680877,0.2583479881286621,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adagrad,False,False,8,False,889.0,111.0,777.0,223.0,0.111,0.777,0.889,0.5336134453781513,0.3323353293413174,0.223,0.6676646706586826,0.556,0.3343328335832083,0.150143761096242,223.0,777.0,111.0,889.0,0.777,0.111,0.223,0.6676646706586826,0.4663865546218487,0.889,0.5336134453781513,0.556,0.6669167291822955,0.150143761096242,1374.2898948192596,0.7669625282287598,0.7249336242675781,0.7096078395843506,0.6998948454856873,0.6872848868370056,0.6825628876686096,0.673092246055603,0.6663063764572144,0.7899824380874634,0.80843585729599,0.8119508028030396,0.8137082457542419,0.8216168880462646,0.8304042220115662,0.8339191675186157,0.8383128046989441,,,,,,,,,,,,,,,,,0.6698880195617676,0.6631264686584473,0.8339191675186157,0.8391915559768677,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adamax,False,False,8,False,392.0,608.0,158.0,842.0,0.608,0.158,0.392,0.7127272727272728,0.4193103448275862,0.842,0.5806896551724138,0.617,0.6873469387755102,0.2620296951273398,842.0,158.0,608.0,392.0,0.158,0.608,0.842,0.5806896551724138,0.2872727272727273,0.392,0.7127272727272728,0.617,0.5058064516129033,0.2620296951273398,1382.9768888950348,0.1968827098608017,0.0493900626897811,0.0272476635873317,0.0201495010405778,0.0142093654721975,0.0106317326426506,0.0095933992415666,0.0077597200870513,0.9648506045341492,0.9938488602638244,0.997363805770874,0.9991212487220764,0.9991212487220764,0.9982425570487976,0.9991212487220764,0.9991212487220764,,,,,,,,,,,,,,,,,0.0060979179106652,0.0051423981785774,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Nadam,False,False,8,False,418.0,582.0,162.0,838.0,0.582,0.162,0.418,0.7206896551724138,0.4098591549295775,0.838,0.5901408450704225,0.628,0.6925619834710743,0.2820861713416063,838.0,162.0,582.0,418.0,0.162,0.582,0.838,0.5901408450704225,0.2793103448275862,0.418,0.7206896551724138,0.628,0.5291139240506328,0.2820861713416063,1472.3512778282166,0.1858420968055725,0.0472096838057041,0.010669863782823,0.000481523835333,0.0002328575938008,0.0001685341703705,0.00013880613551,0.0001011834974633,0.955184519290924,0.9894551634788512,0.9956063032150269,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,8.51628283271566e-05,7.156113133532926e-05,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Ftrl,False,False,8,False,1000.0,0.0,1000.0,0.0,0.0,1.0,1.0,0.5,,0.0,,0.5,0.0,0.0,0.0,1000.0,0.0,1000.0,1.0,0.0,0.0,,0.5,1.0,0.5,0.5,0.6666666666666666,0.0,1376.7906520366669,0.8500484824180603,0.8495945930480957,0.8496031761169434,0.8496102094650269,0.8496165871620178,0.8496212959289551,0.849624752998352,0.849629282951355,0.7706502676010132,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,,,,,,,,,,,,,,,,,0.8496307134628296,0.8496329188346863,0.7741652131080627,0.7741652131080627,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Ftrl,False,False,8,False,1000.0,0.0,1000.0,0.0,0.0,1.0,1.0,0.5,,0.0,,0.5,0.0,0.0,0.0,1000.0,0.0,1000.0,1.0,0.0,0.0,,0.5,1.0,0.5,0.5,0.6666666666666666,0.0,1368.6393213272097,0.850186288356781,0.8495946526527405,0.8496031761169434,0.8496102690696716,0.8496167063713074,0.8496212959289551,0.8496248126029968,0.8496293425559998,0.7715290188789368,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,,,,,,,,,,,,,,,,,0.8496307134628296,0.849632978439331,0.7741652131080627,0.7741652131080627,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Ftrl,False,False,8,False,1000.0,0.0,1000.0,0.0,0.0,1.0,1.0,0.5,,0.0,,0.5,0.0,0.0,0.0,1000.0,0.0,1000.0,1.0,0.0,0.0,,0.5,1.0,0.5,0.5,0.6666666666666666,0.0,871.5813539028168,0.8505265712738037,0.8495941162109375,0.849602997303009,0.8496101498603821,0.849616527557373,0.8496212959289551,0.8496246933937073,0.849629282951355,0.7706502676010132,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,0.7741652131080627,,,,,,,,,,,,,,,,,0.84963059425354,0.8496329188346863,0.7741652131080627,0.7741652131080627,,,,,,,,,,,,,,,
0.0,True,5e-05,10,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,398.0,602.0,140.0,860.0,0.602,0.14,0.398,0.7397769516728625,0.4117647058823529,0.86,0.5882352941176471,0.629,0.6986190089358245,0.2909074756927904,860.0,140.0,602.0,398.0,0.14,0.602,0.86,0.5882352941176471,0.2602230483271375,0.398,0.7397769516728625,0.629,0.5175552665799741,0.2909074756927904,860.0901262760162,0.1804642975330352,0.0259020179510116,0.0066067641600966,0.0018809378379955,0.0013566967099905,0.0009931829990819,0.0007535660988651,0.0006753150955773,0.9516695737838744,0.994727611541748,0.9982425570487976,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0006101078470237,0.0004743134486488,1.0,1.0,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,401.0,599.0,150.0,850.0,0.599,0.15,0.401,0.7277676950998185,0.4133885438233264,0.85,0.5866114561766735,0.6255,0.69416088199265,0.2809077552692334,850.0,150.0,599.0,401.0,0.15,0.599,0.85,0.5866114561766735,0.2722323049001814,0.401,0.7277676950998185,0.6255,0.5170857511283045,0.2809077552692334,1096.3291935920715,0.1726650148630142,0.0367254354059696,0.0039585451595485,0.0020147617906332,0.0014840429648756,0.0009888802887871,0.0008264773059636,0.0006730920867994,0.955184519290924,0.9912126660346984,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,412.0,588.0,171.0,829.0,0.588,0.171,0.412,0.7066895368782161,0.4149611856033874,0.829,0.5850388143966125,0.6205,0.6859743483657427,0.2651537905767777,829.0,171.0,588.0,412.0,0.171,0.588,0.829,0.5850388143966125,0.2933104631217839,0.412,0.7066895368782161,0.6205,0.5205306380290587,0.2651537905767777,706.8737127780914,0.1903415620326995,0.0192157216370105,0.0029012970626354,0.0013036095770075,0.0009620378259569,0.0007022022036835,0.0005885807331651,0.0004896828904747,0.9586994647979736,0.997363805770874,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,425.0,575.0,198.0,802.0,0.575,0.198,0.425,0.6821829855537721,0.4175744371822803,0.802,0.5824255628177197,0.6135,0.6748001682793437,0.2450839457825188,802.0,198.0,575.0,425.0,0.198,0.575,0.802,0.5824255628177197,0.3178170144462279,0.425,0.6821829855537721,0.6135,0.5237215033887862,0.2450839457825188,706.0360517501831,0.0290292594581842,0.0016839993186295,0.0002690871478989,0.0002951725327875,0.000119175601867,9.88777173915878e-05,9.222631342709064e-05,0.000113915237307,0.9964850544929504,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,False,False,Adam,False,False,8,False,424.0,576.0,195.0,805.0,0.576,0.195,0.424,0.6849757673667205,0.4170890658942795,0.805,0.5829109341057205,0.6145,0.6761864762704746,0.2476813570642509,805.0,195.0,576.0,424.0,0.195,0.576,0.805,0.5829109341057205,0.3150242326332795,0.424,0.6849757673667205,0.6145,0.5237801111797405,0.2476813570642509,706.7556865215302,5.7140055105264764e-06,8.834883828967577e-07,5.440887207441847e-07,4.41744731460858e-07,3.675793891488866e-07,3.115363824690576e-07,2.684827506982401e-07,2.437609794014861e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,399.0,601.0,158.0,842.0,0.601,0.158,0.399,0.7163375224416517,0.4164934164934165,0.842,0.5835065835065835,0.6205,0.689316414244781,0.2688167210824592,842.0,158.0,601.0,399.0,0.158,0.601,0.842,0.5835065835065835,0.2836624775583483,0.399,0.7163375224416517,0.6205,0.5125240847784202,0.2688167210824592,1062.2045629024506,0.1846240013837814,0.0317184180021286,0.0112570952624082,0.0024094737600535,0.0014060448156669,0.0010420843027532,0.0007730651996098,0.0006822572322562,0.9516695737838744,0.9938488602638244,0.9991212487220764,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,True,5e-05,8,0.01,12,12,100,True,True,True,True,True,german_standard_sota,False,False,2000,True,False,Adam,False,False,8,False,422.0,578.0,169.0,831.0,0.578,0.169,0.422,0.7140439932318104,0.4102200141944641,0.831,0.5897799858055358,0.6265,0.6899128268991283,0.2772498272252818,831.0,169.0,578.0,422.0,0.169,0.578,0.831,0.5897799858055358,0.2859560067681895,0.422,0.7140439932318104,0.6265,0.5304839723444374,0.2772498272252818,1083.1826298236847,0.1843839138746261,0.0250648502260446,0.0030022994615137,0.0014169204514473,0.0008458208176307,0.0007293180096894,0.0005401123780757,0.0004722627345472,0.9534270763397216,0.997363805770874,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
